N/A,769629438,N/A,False
N/A,783520018,N/A,False
N/A,822256306,N/A,False
N/A,822775976,N/A,False
N/A,764975777,N/A,False
N/A,816825525,N/A,False
N/A,793416201,N/A,False
N/A,809781227,N/A,False
N/A,805245818,N/A,False
770336085,780834620,780834620,True
N/A,799859602,N/A,False
N/A,816884147,N/A,False
N/A,807283095,N/A,False
786921169,800324199,800324199,True
N/A,802097366,N/A,False
N/A,775675016,N/A,False
N/A,823282339,N/A,False
N/A,810779538,N/A,False
N/A,785249653,N/A,False
N/A,776042933,N/A,False
